fecha,tienda_id,ciudad,categoria,producto,unidades,precio_unitario,descuento,cliente_id,edad_cliente,metodo_pago
2025-02-06,5,Bilbao,Alimentación,Chocolate 70%,4,4.62,0.15,4490,34.0,Tarjeta
2025-02-28,3,Valencia,Electrónica,Altavoz Bluetooth,5,12.37,0.2,1802,42.0,Tarjeta
2025-01-09,2,Barcelona,Moda,Camiseta básica,2,9.65,0.0,3725,38.0,Bizum
2025-05-04,4,Sevilla,Moda,Gorra,5,18.41,0.0,2525,53.0,PayPal
2025-05-02,6,Zaragoza,Moda,Mochila urbana,2,23.56,0.0,3718,72.0,Tarjeta
2025-02-19,4,Sevilla,Electrónica,Power Bank,1,37.24,0.15,2954,27.0,Tarjeta
2025-06-21,8,Murcia,Electrónica,Auriculares,2,57.26,0.0,2324,48.0,Bizum
2025-06-08,1,Madrid,Deporte,Esterilla yoga,1,9.77,0.0,1662,57.0,Tarjeta
2025-01-06,8,Murcia,Alimentación,Café molido 250g,5,11.3,0.0,2335,56.0,Tarjeta
2025-01-20,6,Zaragoza,Moda,Gorra,5,26.58,0.0,1853,58.0,Tarjeta
2025-02-02,4,Sevilla,Electrónica,Auriculares,1,18.36,0.0,4255,40.0,Tarjeta
2025-06-02,8,Murcia,Deporte,Botella térmica,3,8.6,0.0,1752,59.0,PayPal
2025-06-26,4,Sevilla,Moda,Sudadera capucha,3,20.55,0.0,1222,42.0,Tarjeta
2025-01-22,5,Bilbao,Moda,Mochila urbana,1,27.29,0.15,2447,26.0,Tarjeta
2025-03-08,5,Bilbao,Deporte,Banda elástica,4,26.43,0.0,3804,66.0,Tarjeta
2025-06-14,7,Málaga,Deporte,Guantes running,3,38.15,0.2,2300,26.0,Tarjeta
2025-03-18,2,Barcelona,Alimentación,Chocolate 70%,2,14.98,0.0,3857,69.0,Tarjeta
2025-03-24,7,Málaga,Deporte,Banda elástica,5,26.48,0.15,1253,73.0,Tarjeta
2025-02-11,1,Madrid,Electrónica,Cable HDMI,2,45.06,0.0,4113,62.0,Efectivo
2025-04-12,1,Madrid,Deporte,Banda elástica,3,12.84,0.0,3403,53.0,Tarjeta
2025-04-19,1,Madrid,Electrónica,Altavoz Bluetooth,1,47.59,0.15,2814,22.0,Tarjeta
2025-03-24,3,Valencia,Electrónica,Altavoz Bluetooth,3,18.84,0.15,3910,62.0,
2025-03-09,2,Barcelona,Moda,Gorra,5,6.91,0.0,3583,21.0,Efectivo
2025-04-04,8,Murcia,Electrónica,Cable HDMI,4,40.07,0.0,2454,35.0,PayPal
2025-01-26,6,Zaragoza,Moda,Camiseta básica,5,13.87,0.15,2972,45.0,Tarjeta
2025-02-17,8,Murcia,Electrónica,Cable HDMI,4,50.98,0.0,2411,27.0,Tarjeta
2025-02-21,4,Sevilla,Deporte,Banda elástica,2,41.47,0.0,2194,44.0,Efectivo
2025-03-12,5,Bilbao,Moda,Camiseta básica,1,22.61,0.0,3899,63.0,Tarjeta
2025-05-06,1,Madrid,Moda,Camiseta básica,5,21.75,0.0,1982,44.0,Tarjeta
2025-02-25,3,Valencia,Hogar,Organizador cajones,1,5.19,0.0,1601,56.0,Bizum
2025-05-08,2,Barcelona,Deporte,Esterilla yoga,1,28.69,0.0,3340,42.0,Bizum
2025-01-03,3,Valencia,Moda,Gorra,2,33.11,0.1,2418,68.0,Efectivo
2025-03-07,6,Zaragoza,Moda,Camiseta básica,1,16.52,0.0,3118,42.0,Tarjeta
2025-01-26,5,Bilbao,Electrónica,Cargador USB-C,2,12.66,0.0,2316,62.0,Efectivo
2025-04-03,2,Barcelona,Alimentación,Snack proteico,4,10.89,0.0,2554,68.0,PayPal
2025-01-13,2,Barcelona,Electrónica,Auriculares,2,31.51,0.1,4253,,Tarjeta
2025-02-07,3,Valencia,Deporte,Esterilla yoga,5,8.1,0.0,3699,19.0,Tarjeta
2025-06-29,4,Sevilla,Hogar,Sartén antiadherente,2,12.25,0.15,2761,25.0,Tarjeta
2025-03-08,4,Sevilla,Moda,Sudadera capucha,3,29.81,0.15,2254,63.0,Tarjeta
2025-01-09,7,Málaga,Hogar,Lámpara LED,2,13.77,0.0,3575,28.0,Bizum
2025-03-21,3,Valencia,Deporte,Esterilla yoga,3,16.46,0.0,3314,29.0,Efectivo
2025-01-09,5,Bilbao,Electrónica,Auriculares,3,18.63,0.0,3158,45.0,PayPal
2025-05-04,1,Madrid,Hogar,Lámpara LED,1,39.29,0.0,1221,26.0,Tarjeta
2025-04-11,6,Zaragoza,Deporte,Cinturón lastrado,2,32.88,0.0,1053,64.0,Tarjeta
2025-02-09,2,Barcelona,Electrónica,Auriculares,5,46.32,0.1,2975,54.0,Bizum
2025-01-04,8,Murcia,Moda,Mochila urbana,4,25.23,0.0,4166,57.0,Tarjeta
2025-04-02,1,Madrid,Electrónica,Cargador USB-C,4,52.82,0.0,2887,52.0,Bizum
2025-01-28,1,Madrid,Hogar,Organizador cajones,2,25.34,0.0,1913,47.0,Tarjeta
2025-01-31,1,Madrid,Deporte,Cinturón lastrado,5,13.81,0.0,3247,46.0,Bizum
2025-02-03,6,Zaragoza,Deporte,Guantes running,1,37.41,0.15,1734,45.0,Bizum
2025-03-02,4,Sevilla,Hogar,Sartén antiadherente,5,8.3,0.0,3735,74.0,Efectivo
2025-04-10,3,Valencia,Hogar,Sartén antiadherente,2,18.39,0.0,2731,74.0,Tarjeta
2025-06-08,6,Zaragoza,Hogar,Sartén antiadherente,5,16.29,0.0,3237,45.0,Tarjeta
2025-03-29,8,Murcia,Electrónica,Altavoz Bluetooth,2,39.25,0.15,1886,35.0,Tarjeta
2025-05-06,2,Barcelona,Moda,Calcetines pack 3,2,10.74,0.0,4026,62.0,Efectivo
2025-01-05,3,Valencia,Electrónica,Altavoz Bluetooth,5,58.28,0.1,1130,59.0,Efectivo
2025-05-08,1,Madrid,Moda,Gorra,5,6.2,0.0,1209,46.0,Efectivo
2025-01-09,6,Zaragoza,Electrónica,Cable HDMI,4,59.84,0.0,4337,38.0,Bizum
2025-03-11,8,Murcia,Moda,Gorra,4,32.57,0.0,1303,46.0,PayPal
2025-03-14,3,Valencia,Electrónica,Cargador USB-C,2,41.67,0.15,4184,32.0,Tarjeta
2025-06-21,8,Murcia,Hogar,Lámpara LED,5,9.36,0.0,1533,54.0,Tarjeta
2025-05-29,7,Málaga,Hogar,Sartén antiadherente,3,22.21,0.1,1549,47.0,Efectivo
2025-01-26,8,Murcia,Moda,Camiseta básica,1,28.11,0.0,2642,38.0,Bizum
2025-03-12,5,Bilbao,Deporte,Botella térmica,2,35.64,0.0,3763,60.0,Tarjeta
2025-05-09,2,Barcelona,Electrónica,Cable HDMI,1,11.04,0.0,4326,18.0,Tarjeta
2025-06-18,8,Murcia,Electrónica,Power Bank,3,16.31,0.1,3195,62.0,Bizum
2025-02-27,8,Murcia,Hogar,Vela aromática,3,12.7,0.0,2963,51.0,Tarjeta
2025-03-05,5,Bilbao,Electrónica,Power Bank,1,11.54,0.2,1840,72.0,Tarjeta
2025-04-25,5,Bilbao,Moda,Calcetines pack 3,4,21.68,0.0,2927,51.0,Tarjeta
2025-02-17,7,Málaga,Electrónica,Cable HDMI,3,42.55,0.15,3193,23.0,Bizum
2025-02-21,8,Murcia,Moda,Sudadera capucha,2,12.31,0.0,2525,40.0,Tarjeta
2025-06-22,2,Barcelona,Deporte,Esterilla yoga,3,12.57,0.0,3704,22.0,Tarjeta
2025-06-20,4,Sevilla,Hogar,Organizador cajones,1,8.38,0.0,3857,31.0,Efectivo
2025-03-27,1,Madrid,Moda,Calcetines pack 3,1,8.22,0.15,2548,40.0,Efectivo
2025-06-07,2,Barcelona,Deporte,Cinturón lastrado,5,34.06,0.0,2791,73.0,Bizum
2025-05-07,2,Barcelona,Moda,Mochila urbana,3,34.3,0.0,3888,42.0,PayPal
2025-01-22,4,Sevilla,Deporte,Guantes running,2,28.5,0.0,2208,48.0,Tarjeta
2025-03-10,1,Madrid,Electrónica,Power Bank,2,13.94,0.0,4060,68.0,Tarjeta
2025-06-13,1,Madrid,Electrónica,Power Bank,1,27.6,0.0,2537,28.0,Efectivo
2025-03-14,2,Barcelona,Electrónica,Cargador USB-C,5,57.15,0.0,1062,73.0,Tarjeta
2025-06-11,2,Barcelona,Hogar,Lámpara LED,3,29.25,0.0,4071,27.0,Tarjeta
2025-01-26,5,Bilbao,Moda,Calcetines pack 3,4,30.69,0.0,1596,28.0,Tarjeta
2025-01-01,5,Bilbao,Hogar,Vela aromática,2,24.98,0.0,1580,54.0,Efectivo
2025-06-11,8,Murcia,Moda,Calcetines pack 3,4,32.01,0.0,3089,45.0,Bizum
2025-04-23,3,Valencia,Moda,Calcetines pack 3,5,25.09,0.0,2491,26.0,Tarjeta
2025-06-15,5,Bilbao,Alimentación,Snack proteico,1,11.58,0.15,3436,61.0,Tarjeta
2025-04-26,2,Barcelona,Electrónica,Power Bank,3,13.74,0.0,3749,65.0,Tarjeta
2025-03-07,3,Valencia,Moda,Camiseta básica,2,12.96,0.0,4367,61.0,Bizum
2025-04-09,3,Valencia,Electrónica,Auriculares,2,40.95,0.0,1574,49.0,Tarjeta
2025-01-31,8,Murcia,Moda,Calcetines pack 3,2,28.64,0.0,3552,34.0,Efectivo
2025-05-15,5,Bilbao,Electrónica,Auriculares,2,48.58,0.0,1446,21.0,Bizum
2025-01-30,7,Málaga,Deporte,Guantes running,3,9.57,0.0,1651,71.0,Tarjeta
2025-05-25,7,Málaga,Electrónica,Cargador USB-C,1,17.72,0.0,1276,38.0,Efectivo
2025-02-23,5,Bilbao,Alimentación,Aceite oliva 1L,3,4.51,0.0,1330,28.0,Tarjeta
2025-01-25,6,Zaragoza,Deporte,Cinturón lastrado,1,31.59,0.1,2106,62.0,Tarjeta
2025-04-23,6,Zaragoza,Deporte,Esterilla yoga,2,19.71,0.1,1777,27.0,Bizum
2025-02-11,1,Madrid,Deporte,Botella térmica,4,28.62,0.15,1050,67.0,Tarjeta
2025-03-14,8,Murcia,Electrónica,Auriculares,5,41.25,0.15,4331,55.0,Tarjeta
2025-04-16,3,Valencia,Deporte,Esterilla yoga,4,15.66,0.0,4465,55.0,Tarjeta
2025-04-08,4,Sevilla,Hogar,Vela aromática,4,20.57,0.0,2377,55.0,PayPal
2025-04-04,3,Valencia,Deporte,Botella térmica,5,43.62,0.15,3942,33.0,Efectivo
2025-01-10,8,Murcia,Hogar,Lámpara LED,3,16.58,0.0,2799,60.0,PayPal
2025-04-18,1,Madrid,Hogar,Vela aromática,1,19.3,0.0,4019,61.0,Tarjeta
2025-02-01,2,Barcelona,Electrónica,Cable HDMI,5,11.97,0.0,4282,70.0,Bizum
2025-03-01,2,Barcelona,Electrónica,Altavoz Bluetooth,3,53.41,0.0,3650,30.0,Tarjeta
2025-05-23,3,Valencia,Deporte,Esterilla yoga,4,18.0,0.0,1123,,Tarjeta
2025-01-03,6,Zaragoza,Electrónica,Cargador USB-C,5,30.54,0.0,3132,47.0,
2025-06-21,8,Murcia,Electrónica,Cargador USB-C,1,31.45,0.0,1655,19.0,Bizum
2025-03-11,4,Sevilla,Hogar,Vela aromática,1,17.46,0.0,3841,74.0,Tarjeta
2025-05-15,4,Sevilla,Electrónica,Auriculares,5,27.99,0.0,2468,53.0,Tarjeta
2025-04-29,8,Murcia,Hogar,Organizador cajones,5,35.05,0.1,3010,48.0,Bizum
2025-01-10,2,Barcelona,Hogar,Juego de toallas,1,22.5,0.0,3445,46.0,Tarjeta
2025-04-22,1,Madrid,Hogar,Organizador cajones,4,16.96,0.0,3970,35.0,Tarjeta
2025-04-13,6,Zaragoza,Hogar,Organizador cajones,1,28.98,0.1,3335,50.0,Tarjeta
2025-03-28,3,Valencia,Electrónica,Cable HDMI,5,42.24,0.0,2430,40.0,Bizum
2025-01-24,1,Madrid,Moda,Calcetines pack 3,2,30.54,0.0,1832,37.0,Bizum
2025-02-18,6,Zaragoza,Alimentación,Aceite oliva 1L,4,10.99,0.0,1990,64.0,Tarjeta
2025-06-01,7,Málaga,Electrónica,Altavoz Bluetooth,3,40.18,0.0,2084,34.0,Tarjeta
2025-03-15,3,Valencia,Deporte,Guantes running,2,25.23,0.0,3173,38.0,Tarjeta
2025-04-28,7,Málaga,Moda,Gorra,1,14.4,0.15,2113,35.0,Efectivo
2025-06-10,1,Madrid,Electrónica,Auriculares,3,10.29,0.15,1369,51.0,Efectivo
2025-02-23,8,Murcia,Alimentación,Aceite oliva 1L,4,10.79,0.0,1593,39.0,Tarjeta
2025-01-29,5,Bilbao,Electrónica,Auriculares,1,21.1,0.0,3702,49.0,Tarjeta
2025-02-27,2,Barcelona,Alimentación,Aceite oliva 1L,4,12.77,0.0,1590,71.0,Bizum
2025-04-16,3,Valencia,Deporte,Guantes running,3,9.18,0.0,2146,61.0,Bizum
2025-04-27,1,Madrid,Deporte,Cinturón lastrado,2,43.6,0.2,1091,30.0,PayPal
2025-05-04,5,Bilbao,Moda,Gorra,4,33.93,0.0,4475,71.0,Bizum
2025-06-26,2,Barcelona,Moda,Camiseta básica,1,24.12,0.0,3723,36.0,Tarjeta
2025-04-06,3,Valencia,Hogar,Juego de toallas,2,36.57,0.15,4308,43.0,Tarjeta
2025-01-14,7,Málaga,Electrónica,Altavoz Bluetooth,2,31.18,0.0,2900,23.0,PayPal
2025-02-18,1,Madrid,Moda,Sudadera capucha,1,20.08,0.1,3317,52.0,PayPal
2025-02-26,7,Málaga,Deporte,Cinturón lastrado,1,31.9,0.0,1650,45.0,Tarjeta
2025-06-08,8,Murcia,Electrónica,Altavoz Bluetooth,3,17.29,0.0,4340,41.0,Bizum
2025-04-21,5,Bilbao,Deporte,Banda elástica,1,18.43,0.0,2088,59.0,Efectivo
2025-02-19,4,Sevilla,Moda,Sudadera capucha,5,7.86,0.1,3187,25.0,Tarjeta
2025-06-16,3,Valencia,Deporte,Botella térmica,3,32.93,0.0,2701,48.0,Tarjeta
2025-06-21,1,Madrid,Electrónica,Power Bank,2,57.18,0.0,1911,,Efectivo
2025-05-12,2,Barcelona,Electrónica,Auriculares,2,31.69,0.0,1895,25.0,Tarjeta
2025-02-05,4,Sevilla,Hogar,Juego de toallas,3,32.65,0.1,2026,38.0,Efectivo
2025-04-19,2,Barcelona,Alimentación,Aceite oliva 1L,1,5.45,0.0,3079,64.0,Tarjeta
2025-02-22,3,Valencia,Deporte,Esterilla yoga,5,17.68,0.0,1796,46.0,Tarjeta
2025-02-11,2,Barcelona,Deporte,Guantes running,2,44.65,0.1,1283,34.0,Tarjeta
2025-05-29,3,Valencia,Deporte,Esterilla yoga,4,13.54,0.0,1146,66.0,Tarjeta
2025-05-02,4,Sevilla,Hogar,Lámpara LED,2,12.95,0.0,4090,47.0,PayPal
2025-05-05,4,Sevilla,Deporte,Cinturón lastrado,2,31.9,0.1,3615,40.0,Tarjeta
2025-05-31,3,Valencia,Deporte,Cinturón lastrado,1,25.69,0.0,1994,73.0,Tarjeta
2025-01-12,4,Sevilla,Deporte,Cinturón lastrado,2,40.87,0.0,2373,57.0,Efectivo
2025-02-28,7,Málaga,Hogar,Organizador cajones,5,36.75,0.0,2294,52.0,Bizum
2025-01-24,1,Madrid,Hogar,Lámpara LED,5,28.1,0.0,2968,49.0,Bizum
2025-02-18,7,Málaga,Hogar,Lámpara LED,3,28.89,0.0,4492,50.0,Efectivo
2025-03-21,6,Zaragoza,Hogar,Sartén antiadherente,3,7.32,0.0,4159,26.0,Tarjeta
2025-03-21,5,Bilbao,Hogar,Sartén antiadherente,1,21.99,0.0,3345,46.0,Efectivo
2025-03-23,8,Murcia,Hogar,Lámpara LED,1,25.13,0.0,4086,28.0,Tarjeta
2025-05-03,2,Barcelona,Hogar,Sartén antiadherente,4,13.72,0.0,1714,68.0,Tarjeta
2025-02-16,1,Madrid,Moda,Sudadera capucha,3,26.37,0.0,2474,70.0,Efectivo
2025-02-06,6,Zaragoza,Moda,Calcetines pack 3,1,19.28,0.1,2842,39.0,Efectivo
2025-06-23,4,Sevilla,Electrónica,Cargador USB-C,4,20.25,0.0,2164,69.0,Tarjeta
2025-06-26,6,Zaragoza,Electrónica,Auriculares,5,24.6,0.0,2224,48.0,Tarjeta
2025-04-10,8,Murcia,Alimentación,Chocolate 70%,4,6.26,0.0,2692,38.0,PayPal
2025-01-16,6,Zaragoza,Electrónica,Cable HDMI,3,57.54,0.0,1755,34.0,Tarjeta
2025-03-22,2,Barcelona,Electrónica,Altavoz Bluetooth,2,49.57,0.0,4218,18.0,PayPal
2025-03-08,2,Barcelona,Hogar,Sartén antiadherente,4,27.59,0.0,1747,53.0,PayPal
2025-03-11,1,Madrid,Alimentación,Café molido 250g,1,2.64,0.0,1867,49.0,PayPal
2025-03-04,8,Murcia,Deporte,Botella térmica,5,14.63,0.0,3452,40.0,Bizum
2025-04-13,6,Zaragoza,Deporte,Banda elástica,1,43.68,0.1,4267,33.0,Efectivo
2025-05-27,7,Málaga,Moda,Calcetines pack 3,3,17.64,0.0,2452,71.0,Tarjeta
2025-06-04,5,Bilbao,Deporte,Guantes running,1,38.09,0.0,4332,39.0,PayPal
2025-06-30,8,Murcia,Electrónica,Altavoz Bluetooth,3,26.36,0.0,4435,36.0,Bizum
2025-01-31,8,Murcia,Alimentación,Café molido 250g,1,8.33,0.0,3984,29.0,Bizum
2025-03-02,6,Zaragoza,Electrónica,Auriculares,1,43.17,0.0,2904,31.0,Tarjeta
2025-06-13,4,Sevilla,Hogar,Sartén antiadherente,4,21.97,0.0,3356,72.0,Tarjeta
2025-06-14,4,Sevilla,Electrónica,Cargador USB-C,5,20.36,0.0,1364,47.0,Tarjeta
2025-03-26,2,Barcelona,Electrónica,Power Bank,3,36.37,0.0,3467,70.0,Bizum
2025-04-11,4,Sevilla,Moda,Mochila urbana,3,14.81,0.0,1611,50.0,PayPal
2025-01-13,6,Zaragoza,Moda,Sudadera capucha,3,28.91,0.15,2104,49.0,Tarjeta
2025-03-07,4,Sevilla,Alimentación,Café molido 250g,4,9.73,0.15,2391,71.0,Tarjeta
2025-05-03,1,Madrid,Alimentación,Snack proteico,5,9.87,0.15,2630,32.0,Efectivo
2025-04-22,3,Valencia,Electrónica,Power Bank,1,33.5,0.0,3988,42.0,Tarjeta
2025-02-18,6,Zaragoza,Alimentación,Aceite oliva 1L,2,11.17,0.0,1807,61.0,Efectivo
2025-05-23,6,Zaragoza,Moda,Camiseta básica,4,34.89,0.1,4384,57.0,Tarjeta
2025-05-22,4,Sevilla,Electrónica,Cable HDMI,5,21.63,0.0,3781,31.0,PayPal
2025-05-31,3,Valencia,Electrónica,Power Bank,3,21.67,0.1,2633,62.0,Tarjeta
2025-01-22,1,Madrid,Electrónica,Cargador USB-C,2,56.27,0.15,1784,20.0,PayPal
2025-06-26,5,Bilbao,Hogar,Juego de toallas,4,15.52,0.0,3655,40.0,Tarjeta
2025-02-13,1,Madrid,Deporte,Botella térmica,2,29.71,0.15,1381,47.0,Efectivo
2025-05-31,6,Zaragoza,Electrónica,Cable HDMI,5,44.19,0.2,1644,56.0,Efectivo
2025-03-09,2,Barcelona,Hogar,Organizador cajones,3,30.76,0.0,3562,30.0,Efectivo
2025-06-01,4,Sevilla,Moda,Camiseta básica,5,23.44,0.0,1930,24.0,Tarjeta
2025-01-23,2,Barcelona,Moda,Camiseta básica,4,15.33,0.0,1079,21.0,Bizum
2025-01-22,5,Bilbao,Electrónica,Auriculares,4,59.44,0.0,4070,63.0,Tarjeta
2025-01-17,7,Málaga,Moda,Camiseta básica,3,27.23,0.0,2538,31.0,Tarjeta
2025-01-23,3,Valencia,Moda,Calcetines pack 3,4,33.09,0.1,2229,51.0,Tarjeta
2025-06-15,8,Murcia,Hogar,Vela aromática,1,13.85,0.0,1348,22.0,Tarjeta
2025-06-15,3,Valencia,Hogar,Organizador cajones,2,6.09,0.0,2607,63.0,Tarjeta
2025-06-13,8,Murcia,Moda,Camiseta básica,1,22.97,0.2,2650,41.0,Efectivo
2025-04-17,4,Sevilla,Deporte,Botella térmica,3,41.39,0.0,2936,43.0,Tarjeta
2025-05-06,2,Barcelona,Electrónica,Cargador USB-C,2,28.47,0.0,3012,40.0,PayPal
2025-01-17,6,Zaragoza,Deporte,Esterilla yoga,2,19.0,0.0,2362,34.0,Tarjeta
2025-01-09,6,Zaragoza,Hogar,Organizador cajones,3,23.11,0.0,3922,67.0,Bizum
2025-04-29,8,Murcia,Deporte,Cinturón lastrado,5,39.57,0.1,1278,19.0,Bizum
2025-01-18,8,Murcia,Hogar,Vela aromática,3,26.86,0.0,4247,63.0,Tarjeta
2025-01-30,7,Málaga,Hogar,Vela aromática,4,31.55,0.0,1196,18.0,Tarjeta
2025-01-05,8,Murcia,Moda,Gorra,2,15.98,0.0,3908,53.0,PayPal
2025-03-18,2,Barcelona,Alimentación,Chocolate 70%,5,14.15,0.0,2284,30.0,Tarjeta
2025-06-21,5,Bilbao,Electrónica,Power Bank,2,18.41,0.0,3154,35.0,Tarjeta
2025-01-08,6,Zaragoza,Alimentación,Aceite oliva 1L,5,2.36,0.15,2175,46.0,Efectivo
2025-03-24,2,Barcelona,Electrónica,Cargador USB-C,3,54.96,0.1,3240,67.0,PayPal
2025-06-18,3,Valencia,Electrónica,Cable HDMI,1,53.93,0.0,4487,34.0,Tarjeta
2025-04-27,3,Valencia,Moda,Mochila urbana,5,19.34,0.0,4265,52.0,Tarjeta
2025-03-28,5,Bilbao,Deporte,Banda elástica,1,17.72,0.15,3593,36.0,Tarjeta
2025-04-17,8,Murcia,Hogar,Juego de toallas,3,37.34,0.2,3171,18.0,PayPal
2025-03-09,7,Málaga,Moda,Sudadera capucha,5,14.89,0.1,1848,31.0,Efectivo
2025-05-20,4,Sevilla,Hogar,Organizador cajones,3,19.07,0.0,3211,21.0,PayPal
2025-06-11,7,Málaga,Hogar,Vela aromática,3,12.96,0.0,3825,60.0,Tarjeta
2025-06-05,6,Zaragoza,Electrónica,Cable HDMI,3,52.87,0.1,3708,22.0,Tarjeta
2025-06-19,7,Málaga,Deporte,Esterilla yoga,5,16.6,0.0,3202,50.0,Tarjeta
2025-05-30,8,Murcia,Electrónica,Cargador USB-C,4,29.33,0.0,1280,48.0,Bizum
2025-01-24,7,Málaga,Hogar,Organizador cajones,1,12.71,0.1,2414,26.0,Tarjeta
2025-05-15,6,Zaragoza,Electrónica,Auriculares,1,55.45,0.1,1655,63.0,PayPal
2025-01-22,1,Madrid,Deporte,Esterilla yoga,4,12.14,0.0,2175,29.0,Tarjeta
2025-05-17,7,Málaga,Alimentación,Té variado,1,7.94,0.0,1485,51.0,Tarjeta
2025-03-05,4,Sevilla,Electrónica,Auriculares,1,40.56,0.15,4489,42.0,Tarjeta
2025-06-26,2,Barcelona,Alimentación,Té variado,5,13.04,0.0,2188,36.0,Tarjeta
2025-06-09,2,Barcelona,Alimentación,Café molido 250g,2,6.63,0.0,4475,24.0,Tarjeta
2025-02-13,3,Valencia,Moda,Sudadera capucha,2,34.52,0.0,2345,22.0,Tarjeta
2025-06-16,6,Zaragoza,Alimentación,Snack proteico,5,12.2,0.0,2688,53.0,Tarjeta
2025-03-31,5,Bilbao,Moda,Gorra,1,7.94,0.0,2397,40.0,Tarjeta
2025-04-03,1,Madrid,Electrónica,Cargador USB-C,3,15.55,0.15,2323,34.0,Tarjeta
2025-01-08,4,Sevilla,Moda,Sudadera capucha,3,21.46,0.0,3402,20.0,Tarjeta
2025-04-27,7,Málaga,Electrónica,Power Bank,3,50.82,0.0,1018,27.0,Bizum
2025-01-27,2,Barcelona,Electrónica,Cable HDMI,5,59.39,0.0,1762,59.0,Efectivo
2025-05-25,8,Murcia,Electrónica,Power Bank,2,38.5,0.0,2394,68.0,Tarjeta
2025-04-02,2,Barcelona,Alimentación,Aceite oliva 1L,3,4.06,0.0,4226,37.0,Tarjeta
2025-01-18,4,Sevilla,Hogar,Vela aromática,4,12.9,0.2,4431,37.0,Bizum
2025-05-04,7,Málaga,Electrónica,Altavoz Bluetooth,5,15.15,0.2,3496,25.0,Efectivo
2025-06-14,1,Madrid,Alimentación,Café molido 250g,5,8.05,0.0,3871,67.0,Bizum
2025-01-07,7,Málaga,Hogar,Organizador cajones,5,15.63,0.0,1771,55.0,Bizum
2025-02-18,6,Zaragoza,Moda,Sudadera capucha,1,7.02,0.0,4175,59.0,Tarjeta
2025-05-18,1,Madrid,Moda,Sudadera capucha,1,25.01,0.0,2103,68.0,Tarjeta
2025-06-05,3,Valencia,Hogar,Vela aromática,2,25.94,0.1,3428,36.0,PayPal
2025-02-24,7,Málaga,Electrónica,Cargador USB-C,2,27.46,0.1,1986,25.0,Bizum
2025-05-21,1,Madrid,Moda,Camiseta básica,5,15.68,0.0,1937,64.0,PayPal
2025-06-23,1,Madrid,Electrónica,Auriculares,4,52.61,0.0,3914,52.0,Tarjeta
2025-01-22,2,Barcelona,Hogar,Lámpara LED,5,31.92,0.0,2645,50.0,Efectivo
2025-01-16,4,Sevilla,Electrónica,Cargador USB-C,2,26.97,0.15,2617,38.0,Bizum
2025-04-22,2,Barcelona,Alimentación,Snack proteico,1,11.7,0.0,1968,54.0,Efectivo
2025-05-06,2,Barcelona,Moda,Camiseta básica,2,21.99,0.0,2441,44.0,Tarjeta
2025-03-08,6,Zaragoza,Deporte,Botella térmica,5,26.3,0.0,1596,67.0,Efectivo
2025-02-25,5,Bilbao,Hogar,Lámpara LED,1,15.45,0.0,4339,72.0,Bizum
2025-05-31,7,Málaga,Hogar,Lámpara LED,2,29.34,0.0,2661,47.0,Efectivo
2025-03-10,3,Valencia,Moda,Gorra,2,34.57,0.0,2156,37.0,Bizum
2025-04-13,2,Barcelona,Moda,Sudadera capucha,3,12.94,0.0,4084,67.0,Tarjeta
2025-02-14,7,Málaga,Hogar,Vela aromática,4,30.25,0.0,1710,20.0,Tarjeta
2025-06-11,6,Zaragoza,Hogar,Lámpara LED,5,18.0,0.0,3418,51.0,PayPal
2025-05-10,1,Madrid,Moda,Sudadera capucha,5,19.78,0.1,2063,,PayPal
2025-06-30,1,Madrid,Deporte,Banda elástica,3,28.21,0.0,3807,58.0,PayPal
2025-02-16,8,Murcia,Alimentación,Aceite oliva 1L,5,12.47,0.0,4214,74.0,Tarjeta
2025-04-24,5,Bilbao,Alimentación,Aceite oliva 1L,3,9.32,0.0,3057,33.0,Efectivo
2025-03-12,3,Valencia,Hogar,Sartén antiadherente,3,23.38,0.0,1379,29.0,Tarjeta
2025-02-10,1,Madrid,Alimentación,Chocolate 70%,1,8.1,0.0,3297,31.0,Tarjeta
2025-01-31,6,Zaragoza,Hogar,Sartén antiadherente,5,15.33,0.0,1110,56.0,Tarjeta
2025-05-01,8,Murcia,Electrónica,Altavoz Bluetooth,5,46.72,0.0,1222,37.0,Efectivo
2025-04-25,3,Valencia,Moda,Sudadera capucha,3,19.66,0.0,2606,21.0,Tarjeta
2025-03-06,3,Valencia,Deporte,Esterilla yoga,3,27.9,0.2,3444,39.0,Bizum
2025-05-08,1,Madrid,Electrónica,Altavoz Bluetooth,1,22.78,0.0,2515,65.0,Efectivo
2025-04-16,3,Valencia,Alimentación,Té variado,4,4.71,0.15,2268,39.0,
2025-03-09,1,Madrid,Deporte,Banda elástica,3,30.45,0.0,2495,18.0,Bizum
2025-06-07,4,Sevilla,Hogar,Organizador cajones,1,18.4,0.0,3629,51.0,Efectivo
2025-04-27,2,Barcelona,Moda,Sudadera capucha,4,8.22,0.0,3582,65.0,Tarjeta
2025-03-24,7,Málaga,Moda,Gorra,4,26.33,0.15,3064,41.0,Tarjeta
2025-03-10,6,Zaragoza,Alimentación,Café molido 250g,4,10.93,0.0,3997,35.0,Tarjeta
2025-03-06,4,Sevilla,Electrónica,Power Bank,1,41.6,0.2,1405,43.0,Efectivo
